Acanthomintha_duttonii
Aegiphila_swartziana
Aegiphila_ternifolia
Aegiphila_trifida
Aegiphila_truncata
Aegiphila_uasadiana
Aegiphila_ulei
Aegiphila_umbraculiformis
Aegiphila_uniflora
Aegiphila_valerioi
Aegiphila_vallensis
Aegiphila_velutinosa
Aegiphila_venezuelensis
Aegiphila_verticillata
Aegiphila_villosa
Aegiphila_vitelliniflora
Aegiphila_volubilis
Aegiphila_wigandioides
Aeollanthus_abyssinicus
Aeollanthus_alternatus
Aeollanthus_ambustus
Aeollanthus_angustifolius
Aeollanthus_breviflorus
Aeollanthus_buchnerianus
Aeollanthus_candelabrum
Aeollanthus_caudatus
Aeollanthus_cucullatus
Aeollanthus_densiflorus
Aeollanthus_elsholtzioides
Aeollanthus_engleri
Aeollanthus_fruticosus
Aeollanthus_holstii
Aeollanthus_homblei
Aeollanthus_lobatus
Aeollanthus_myrianthus
Aeollanthus_namibiensis
Aeollanthus_neglectus
Aeollanthus_paradoxus
Aeollanthus_parvifolius
Aeollanthus_pinnatifidus
Aeollanthus_plicatus
Aeollanthus_pubescens
Aeollanthus_rehmannii
Aeollanthus_repens
Aeollanthus_rivularis
Aeollanthus_rydingianus
Aeollanthus_saxatilis
Aeollanthus_sedoides
Aeollanthus_serpiculoides
Aeollanthus_stuhlmannii
Aeollanthus_suaveolens
Aeollanthus_subacaulis
Aeollanthus_subintegrus
Aeollanthus_trifidus
Aeollanthus_tuberosus
Aeollanthus_ukamensis
Aeollanthus_zanzibaricus
Agastache_aurantiaca
Agastache_breviflora
Agastache_cana
Agastache_coccinea
Agastache_cusickii
Agastache_eplingiana
Agastache_foeniculum
Agastache_mearnsii
Agastache_mexicana
Agastache_micrantha
Agastache_nepetoides
Agastache_occidentalis
Agastache_pallida
Agastache_pallidiflora
Agastache_palmeri
Agastache_parvifolia
Agastache_pringlei
Agastache_rugosa
Agastache_rupestris
Agastache_scrophulariifolia
Agastache_urticifolia
Agastache_wrightii
Ajuga_arabica
Ajuga_australis
Ajuga_austroiranica
Ajuga_bastarda
Ajuga_bombycina
Ajuga_campylantha
Ajuga_chamaecistus
Ajuga_chamaepitys
Ajuga_chasmophila
Ajuga_ciliata
Ajuga_decaryana
Ajuga_dictyocarpa
Ajuga_flaccida
Ajuga_forrestii
Ajuga_hybrida
Ajuga_incisia
Ajuga_integrifolia
Ajuga_iva
Ajuga_japonica
Ajuga_laxmannii
Ajuga_linearifolia
Ajuga_lobata
Ajuga_lupulina
Ajuga_macrosperma
Ajuga_mixta
Ajuga_multiflora
Ajuga_nipponensis
Ajuga_novoguineensis
Ajuga_oocephala
Ajuga_ophrydis
Ajuga_orientalis
Ajuga_ovalifolia
Ajuga_parviflora
Ajuga_piskoi
Ajuga_postii
Ajuga_pygmaea
Ajuga_pyramidalis
Ajuga_reptans
Ajuga_robusta
Ajuga_salicifolia
Ajuga_sciaphila
Ajuga_shikotanensis
Ajuga_sinuata
Ajuga_taiwanensis
Ajuga_tenorei
Ajuga_turkestanica
Ajuga_vestita
Ajuga_yesoensis
Ajuga_zakhoensis
Ajugoides_humilis
Alvesia_clerodendroides
Alvesia_cylindricalyx
Alvesia_rosmarinifolia
Amasonia_angustifolia
Amasonia_calycina
Amasonia_campestris
Amasonia_hirta
Amasonia_obovata
Amethystea_caerulea
Anisochilus_carnosus
Anisochilus_dysophylloides
Anisochilus_harmandii
Anisochilus_mitis
Anisochilus_pallidus
Anisochilus_paniculatus
Anisochilus_polystachys
Anisomeles_candicans
Anisomeles_heyneana
Anisomeles_indica
Anisomeles_malabarica
Anisomeles_salviifolia
Asterohyptis_mociniana
Asterohyptis_seemannii
Asterohyptis_stellulata
Aureolaria_pectinata
Ballota_acetabulosa
Ballota_adenophora
Ballota_africana
Ballota_antilibanotica
Ballota_byblensis
Ballota_cristata
Ballota_damascena
Ballota_deserti
Ballota_glandulosissima
Ballota_hirsuta
Ballota_hispanica
Ballota_inaequidens
Ballota_kaiseri
Ballota_larendana
Ballota_macedonica
Ballota_macrodonta
Ballota_nigra
Ballota_philistaea
Ballota_pseudodictamnus
Ballota_saxatilis
Ballota_undulata
Basilicum_polystachyon
Blephilia_ciliata
Blephilia_hirsuta
Blephilia_subnuda
Bostrychanthera_deflexa
Brachysola_coerulea
Brachysola_halganiacea
Brazoria_arenaria
Brazoria_enquistii
Brazoria_truncata
Bystropogon_beltraniae
Bystropogon_canariensis
Bystropogon_maderensis
Bystropogon_odoratissimus
Bystropogon_origanifolius
Bystropogon_plumosus
Bystropogon_punctatus
Bystropogon_wildpretii
Callicarpa_aculeolata
Callicarpa_acuminata
Callicarpa_americana
Callicarpa_ampla
Callicarpa_angusta
Callicarpa_angustifolia
Callicarpa_anomala
Callicarpa_arborea
Callicarpa_areolata
Callicarpa_argentii
Callicarpa_badipilosa
Callicarpa_barbata
Callicarpa_basitruncata
Callicarpa_bodinieri
Callicarpa_brevipes
Callicarpa_brevistyla
Callicarpa_bucheri
Callicarpa_candicans
Callicarpa_cathayana
Callicarpa_caudata
Callicarpa_cinnamomea
Callicarpa_collina
Callicarpa_crassinervis
Callicarpa_cubensis
Callicarpa_cuneifolia
Callicarpa_dichotoma
Callicarpa_erioclona
Callicarpa_erythrosticta
Callicarpa_ferruginea
Callicarpa_floccosa
Callicarpa_formosana
Callicarpa_fulva
Callicarpa_fulvohirsuta
Callicarpa_furfuracea
Callicarpa_giraldii
Callicarpa_glabrifolia
Callicarpa_grisebachii
Callicarpa_havilandii
Callicarpa_hispida
Callicarpa_hitchcockii
Callicarpa_hypoleucophylla
Callicarpa_involucrata
Callicarpa_japonica
Callicarpa_kinabaluensis
Callicarpa_kochiana
Callicarpa_kwangtungensis
Callicarpa_lancifolia
Callicarpa_loboapiculata
Callicarpa_longifolia
Callicarpa_longissima
Callicarpa_madagascariensis
Callicarpa_maingayi
Callicarpa_membranacea
Callicarpa_micrantha
Callicarpa_mollis
Callicarpa_nipensis
Callicarpa_nudiflora
Callicarpa_oblanceolata
Callicarpa_oshimensis
Callicarpa_pedunculata
Callicarpa_pentandra
Callicarpa_pilosissima
Callicarpa_platyphylla
Callicarpa_ramiflora
Callicarpa_randaiensis
Callicarpa_remotiflora
Callicarpa_remotiserrulata
Callicarpa_resinosa
Callicarpa_reticulata
Callicarpa_revoluta
Callicarpa_ridleyi
Callicarpa_roigii
Callicarpa_rubella
Callicarpa_saccata
Callicarpa_scandens
Callicarpa_shaferi
Callicarpa_shikokiana
Callicarpa_shirasawana
Callicarpa_sordida
Callicarpa_stapfii
Callicarpa_subaequalis
Callicarpa_subpubescens
Callicarpa_superposita
Callicarpa_teneriflora
Callicarpa_thozetii
Callicarpa_tikusikensis
Callicarpa_tomentosa
Callicarpa_vestita
Callicarpa_woodii
Capitanopsis_albida
Capitanopsis_angustifolia
Capitanopsis_cloiselii
Caryopteris_forrestii
Caryopteris_glutinosa
Caryopteris_incana
Caryopteris_mongholica
Caryopteris_tangutica
Caryopteris_trichosphaera
Catoferia_capitata
Catoferia_chiapensis
Catoferia_martinezii
Catoferia_spicata
Cedronella_canariensis
Chamaesphacos_ilicifolius
Chaunostoma_mecistandrum
Chelonopsis_bracteata
Chelonopsis_cashmerica
Chelonopsis_chekiangensis
Chelonopsis_forrestii
Chelonopsis_moschata
Chelonopsis_rosea
Chelonopsis_siccanea
Chelonopsis_souliei
Chloanthes_coccinea
Chloanthes_glandulosa
Chloanthes_parviflora
Chloanthes_stoechadis
Cleonia_lusitanica
Clerodendrum_adenophysum
Clerodendrum_albiflos
Clerodendrum_alboviolaceum
Clerodendrum_anafense
Clerodendrum_anomalum
Clerodendrum_apayaoense
Clerodendrum_arenarium
Clerodendrum_atlanticum
Clerodendrum_aucubifolium
Clerodendrum_baronianum
Clerodendrum_baumii
Clerodendrum_bellum
Clerodendrum_bethuneanum
Clerodendrum_bipindense
Clerodendrum_boivinii
Clerodendrum_bosseri
Clerodendrum_brachyanthum
Clerodendrum_bracteatum
Clerodendrum_brassii
Clerodendrum_brooksii
Clerodendrum_brunfelsiiflorum
Clerodendrum_brunnescens
Clerodendrum_buchananii
Clerodendrum_buchneri
Clerodendrum_buettneri
Clerodendrum_bungei
Clerodendrum_calamitosum
Clerodendrum_calcicola
Clerodendrum_canescens
Clerodendrum_capitatum
Clerodendrum_carnosulum
Clerodendrum_cauliflorum
Clerodendrum_cephalanthum
Clerodendrum_ceramenae
Clerodendrum_chartaceum
Clerodendrum_chinense
Clerodendrum_cochinchinense
Clerodendrum_confusum
Clerodendrum_costatum
Clerodendrum_coulteri
Clerodendrum_cubense
Clerodendrum_cumingianum
Clerodendrum_curranii
Clerodendrum_cyrtophyllum
Clerodendrum_decaryi
Clerodendrum_deflexum
Clerodendrum_denticulatum
Clerodendrum_dependens
Clerodendrum_dewittei
Clerodendrum_disparifolium
Clerodendrum_dusenii
Clerodendrum_ekmanii
Clerodendrum_elliotii
Clerodendrum_emirnense
Clerodendrum_eucalycinum
Clerodendrum_excavatum
Clerodendrum_farafanganense
Clerodendrum_filipes
Clerodendrum_finetii
Clerodendrum_fistulosum
Clerodendrum_floribundum
Clerodendrum_formicarum
Clerodendrum_fortunatum
Clerodendrum_frutectorum
Clerodendrum_fuscum
Clerodendrum_galeatum
Clerodendrum_garrettianum
Clerodendrum_gaudichaudii
Clerodendrum_gibbosum
Clerodendrum_globosum
Clerodendrum_globuliflorum
Clerodendrum_godefroyi
Clerodendrum_grandiflorum
Clerodendrum_grayi
Clerodendrum_grevei
Clerodendrum_haematolasium
Clerodendrum_hainanense
Clerodendrum_harmandianum
Clerodendrum_hendersonii
Clerodendrum_hettae
Clerodendrum_hildebrandtii
Clerodendrum_hircinum
Clerodendrum_hispidum
Clerodendrum_hiulcum
Clerodendrum_horsfieldii
Clerodendrum_humbertii
Clerodendrum_inaequipetiolatum
Clerodendrum_indicum
Clerodendrum_ingratum
Clerodendrum_intermedium
Clerodendrum_involucratum
Clerodendrum_japonicum
Clerodendrum_johnstonii
Clerodendrum_johorense
Clerodendrum_kaichianum
Clerodendrum_kanichi
Clerodendrum_kauderni
Clerodendrum_kiangsiense
Clerodendrum_kinabaluense
Clerodendrum_klemmei
Clerodendrum_kwangtungense
Clerodendrum_laevifolium
Clerodendrum_lanceoliferum
Clerodendrum_lankawiense
Clerodendrum_lanuginosum
Clerodendrum_lastellei
Clerodendrum_laxiflorum
Clerodendrum_leucobotrys
Clerodendrum_leucophloeum
Clerodendrum_lindenianum
Clerodendrum_lindleyi
Clerodendrum_lloydianum
Clerodendrum_longiflorum
Clerodendrum_longilimbum
Clerodendrum_lutambense
Clerodendrum_macrocalycinum
Clerodendrum_macrostachyum
Clerodendrum_macrostegium
Clerodendrum_madagascariense
Clerodendrum_magnificum
Clerodendrum_magnoliifolium
Clerodendrum_mananjariense
Clerodendrum_mandarinorum
Clerodendrum_mandrarense
Clerodendrum_mannii
Clerodendrum_manombense
Clerodendrum_margaritense
Clerodendrum_melanocrater
Clerodendrum_micans
Clerodendrum_minahassae
Clerodendrum_mindorense
Clerodendrum_mirabile
Clerodendrum_moramangense
Clerodendrum_multibracteatum
Clerodendrum_myrianthum
Clerodendrum_myrmecophilum
Clerodendrum_nhatrangense
Clerodendrum_nipense
Clerodendrum_nudiflorum
Clerodendrum_nutans
Clerodendrum_palmatolobatum
Clerodendrum_paniculatum
Clerodendrum_parvulum
Clerodendrum_paucidentatum
Clerodendrum_peii
Clerodendrum_peregrinum
Clerodendrum_perrieri
Clerodendrum_petasites
Clerodendrum_petunioides
Clerodendrum_philippinense
Clerodendrum_phyllomega
Clerodendrum_picardae
Clerodendrum_pleiosciadium
Clerodendrum_poggei
Clerodendrum_polycephalum
Clerodendrum_porphyrocalyx
Clerodendrum_premnoides
Clerodendrum_preslii
Clerodendrum_putre
Clerodendrum_pygmaeum
Clerodendrum_pynaertii
Clerodendrum_pyrifolium
Clerodendrum_quadriloculare
Clerodendrum_ramosissimum
Clerodendrum_revolutum
Clerodendrum_ridleyi
Clerodendrum_robecchii
Clerodendrum_robustum
Clerodendrum_roseiflorum
Clerodendrum_rotundifolium
Clerodendrum_rubellum
Clerodendrum_rumphianum
Clerodendrum_rusbyi
Clerodendrum_sahelangii
Clerodendrum_sakaleonense
Clerodendrum_sarawakanum
Clerodendrum_sassandrense
Clerodendrum_schmidtii
Clerodendrum_schweinfurthii
Clerodendrum_silvanum
Clerodendrum_silvestre
Clerodendrum_sinuatum
Clerodendrum_smitinandii
Clerodendrum_speciosissimum
Clerodendrum_splendens
Clerodendrum_subtruncatum
Clerodendrum_sylvestre
Clerodendrum_tanganyikense
Clerodendrum_tatei
Clerodendrum_ternatum
Clerodendrum_tessmannii
Clerodendrum_thomsoniae
Clerodendrum_thyrsoideum
Clerodendrum_tibetanum
Clerodendrum_tomentosum
Clerodendrum_tonkinense
Clerodendrum_toxicarium
Clerodendrum_tracyanum
Clerodendrum_trichanthum
Clerodendrum_tricholobum
Clerodendrum_trichotomum
Clerodendrum_triflorum
Clerodendrum_tubulosum
Clerodendrum_umbellatum
Clerodendrum_umbratile
Clerodendrum_urticifolium
Clerodendrum_utakwense
Clerodendrum_vanoverberghii
Clerodendrum_villosum
Clerodendrum_vinosum
Clerodendrum_volubile
Clerodendrum_welwitschii
Clerodendrum_wenzelii
Clerodendrum_williamsii
Clerodendrum_yunnanense
Clinopodium_abyssinicum
Clinopodium_acinos
Clinopodium_acutifolium
Clinopodium_alpestre
Clinopodium_alpinum
Clinopodium_argenteum
Clinopodium_ashei
Clinopodium_atlanticum
Clinopodium_axillare
Clinopodium_barosmum
Clinopodium_betulifolium
Clinopodium_bolivianum
Clinopodium_brevicalyx
Clinopodium_breviflorum
Clinopodium_brownei
Clinopodium_bucheri
Clinopodium_candidissimum
Clinopodium_carolinianum
Clinopodium_cercocarpoides
Clinopodium_chandleri
Clinopodium_chilense
Clinopodium_chinense
Clinopodium_chinense_var._shibetchense
Clinopodium_clivorum
Clinopodium_coccineum
Clinopodium_cochabambense
Clinopodium_congestum
Clinopodium_creticum
Clinopodium_cylindristachys
Clinopodium_dalmaticum
Clinopodium_darwinii
Clinopodium_debile
Clinopodium_dentatum
Clinopodium_discolor
Clinopodium_dolichodontum
Clinopodium_domingense
Clinopodium_fasciculatum
Clinopodium_flabellifolium
Clinopodium_foliolosum
Clinopodium_frivaldszkyanum
Clinopodium_ganderi
Clinopodium_gilliesii
Clinopodium_glabellum
Clinopodium_glabrum
Clinopodium_gracile
Clinopodium_grandiflorum
Clinopodium_graveolens
Clinopodium_griseum
Clinopodium_hintoniorum
Clinopodium_hydaspidis
Clinopodium_insulare
Clinopodium_jaliscanum
Clinopodium_jamesonii
Clinopodium_kilimandschari
Clinopodium_latifolium
Clinopodium_laxiflorum
Clinopodium_libanoticum
Clinopodium_loesenerianum
Clinopodium_ludens
Clinopodium_macrostemum
Clinopodium_maderense
Clinopodium_matthewsii
Clinopodium_megalanthum
Clinopodium_menthifolium
Clinopodium_mexicanum
Clinopodium_micranthum
Clinopodium_micromerioides
Clinopodium_mimuloides
Clinopodium_multicaule
Clinopodium_multiflorum
Clinopodium_mutabile
Clinopodium_nanum
Clinopodium_nepalense
Clinopodium_nepeta
Clinopodium_nepeta_subsp._glandulosum
Clinopodium_nubigenum
Clinopodium_nummulariifolium
Clinopodium_obovatum
Clinopodium_odorum
Clinopodium_pallidum
Clinopodium_palmeri
Clinopodium_paradoxum
Clinopodium_pilosum
Clinopodium_piperitum
Clinopodium_plicatulum
Clinopodium_polycephalum
Clinopodium_procumbens
Clinopodium_pulchellum
Clinopodium_pulegium
Clinopodium_repens
Clinopodium_revolutum
Clinopodium_robustum
Clinopodium_rouyanum
Clinopodium_schusteri
Clinopodium_selerianum
Clinopodium_sericeum
Clinopodium_sericifolium
Clinopodium_serpyllifolium
Clinopodium_simense
Clinopodium_speciosum
Clinopodium_sphenophyllum
Clinopodium_striatum
Clinopodium_suaveolens
Clinopodium_taxifolium
Clinopodium_taygeteum
Clinopodium_tenellum
Clinopodium_thymifolium
Clinopodium_tomentosum
Clinopodium_troodi
Clinopodium_uhligii
Clinopodium_uhligii_var._obtusifolium
Clinopodium_umbrosum
Clinopodium_vanum
Clinopodium_vernayanum
Clinopodium_vimineum
Clinopodium_vulgare
Clinopodium_wardii
Clinopodium_weberbaueri
Collinsonia_anisata
Collinsonia_canadensis
Collinsonia_elsholtzioides
Collinsonia_japonica
Collinsonia_macrobracteata
Collinsonia_punctata
Collinsonia_sinensis
Collinsonia_verticillata
Colquhounia_coccinea
Colquhounia_compta
Colquhounia_elegans
Colquhounia_seguinii
Colquhounia_vestita
Comanthosphace_formosana
Comanthosphace_japonica
Comanthosphace_stellipila
Congea_chinensis
Congea_connata
Congea_forbesii
Congea_griffithiana
Congea_siamensis
Congea_tomentosa
Congea_velutina
Conradina_canescens
Conradina_cygniflora
Conradina_etonia
Conradina_glabra
Conradina_grandiflora
Conradina_verticillata
Craniotome_furcata
Cuminia_eriantha
Cunila_angustifolia
Cunila_fasciculata
Cunila_galioides
Cunila_incana
Cunila_incisa
Cunila_leucantha
Cunila_lythrifolia
Cunila_menthiformis
Cunila_menthoides
Cunila_microcephala
Cunila_origanoides
Cunila_platyphylla
Cunila_polyantha
Cunila_pycnantha
Cunila_ramamoorthiana
Cunila_spicata
Cunila_tenuifolia
Cyanostegia_angustifolia
Cyanostegia_corifolia
Cyanostegia_cyanocalyx
Cyanostegia_lanceolata
Cyanostegia_microphylla
Cyclotrichium_depauperatum
Cyclotrichium_haussknechtii
Cyclotrichium_leucotrichum
Cyclotrichium_origanifolium
Cyclotrichium_stamineum
Cyclotrichium_straussii
Dauphinea_brevilabra
Dicerandra_densiflora
Dicerandra_frutescens
Dicerandra_fumella
Dicerandra_linearifolia
Dicerandra_odaratissima
Dicrastylis_archeri
Dicrastylis_beveridgei
Dicrastylis_brunnea
Dicrastylis_capitellata
Dicrastylis_cordifolia
Dicrastylis_corymbosa
Dicrastylis_costelloi
Dicrastylis_cundeeleensis
Dicrastylis_doranii
Dicrastylis_exsuccosa
Dicrastylis_flexuosa
Dicrastylis_fulva
Dicrastylis_georgei
Dicrastylis_gilesii
Dicrastylis_globiflora
Dicrastylis_incana
Dicrastylis_kumarinensis
Dicrastylis_lewellinii
Dicrastylis_linearifolia
Dicrastylis_maritima
Dicrastylis_micrantha
Dicrastylis_microphylla
Dicrastylis_mitchellii
Dicrastylis_nicholasii
Dicrastylis_obovata
Dicrastylis_parvifolia
Dicrastylis_reticulata
Dicrastylis_rugosifolia
Dicrastylis_sessilifolia
Dicrastylis_soliparma
Dicrastylis_subterminalis
Dicrastylis_velutina
Dicrastylis_verticillata
Dorystaechas_hastata
Dracocephalum_aitchisonii
Dracocephalum_argunense
Dracocephalum_aucheri
Dracocephalum_austriacum
Dracocephalum_bipinnatum
Dracocephalum_botryoides
Dracocephalum_bullatum
Dracocephalum_calophyllum
Dracocephalum_charkeviczii
Dracocephalum_diversifolium
Dracocephalum_foetidum
Dracocephalum_forrestii
Dracocephalum_fragile
Dracocephalum_fruticulosum
Dracocephalum_grandiflorum
Dracocephalum_heterophyllum
Dracocephalum_imberbe
Dracocephalum_imbricatum
Dracocephalum_integrifolium
Dracocephalum_junatovii
Dracocephalum_komarovii
Dracocephalum_kotschyi
Dracocephalum_longipedicellatum
Dracocephalum_microflorum
Dracocephalum_moldavica
Dracocephalum_multicaule
Dracocephalum_nodulosum
Dracocephalum_nutans
Dracocephalum_olchonense
Dracocephalum_origanoides
Dracocephalum_palmatum
Dracocephalum_parviflorum
Dracocephalum_paulsenii
Dracocephalum_peregrinum
Dracocephalum_polychaetum
Dracocephalum_purdomii
Dracocephalum_renati
Dracocephalum_rupestre
Dracocephalum_ruyschiana
Dracocephalum_scrobiculatum
Dracocephalum_stamineum
Dracocephalum_surmandinum
Dracocephalum_taliense
Dracocephalum_tanguticum
Dracocephalum_thymiflorum
Dracocephalum_wallichii
Drepanocaryum_sewerzowii
Elsholtzia_angustifolia
Elsholtzia_argyi
Elsholtzia_blanda
Elsholtzia_bodinieri
Elsholtzia_capituligera
Elsholtzia_ciliata
Elsholtzia_communis
Elsholtzia_concinna
Elsholtzia_cyprianii
Elsholtzia_densa
Elsholtzia_eriocalyx
Elsholtzia_eriostachya
Elsholtzia_feddei
Elsholtzia_flava
Elsholtzia_fruticosa
Elsholtzia_glabra
Elsholtzia_heterophylla
Elsholtzia_kachinensis
Elsholtzia_luteola
Elsholtzia_nipponica
Elsholtzia_ochroleuca
Elsholtzia_penduliflora
Elsholtzia_pilosa
Elsholtzia_pubescens
Elsholtzia_pygmaea
Elsholtzia_rugulosa
Elsholtzia_souliei
Elsholtzia_splendens
Elsholtzia_stachyodes
Elsholtzia_stauntonii
Elsholtzia_strobilifera
Elsholtzia_winitiana
Endostemon_albus
Endostemon_camporum
Endostemon_ctenoneurus
Endostemon_gracilis
Endostemon_kelleri
Endostemon_leucosphaerus
Endostemon_membranaceus
Endostemon_obbiadensis
Endostemon_obtusifolius
Endostemon_stenocaulis
Endostemon_tenuiflorus
Endostemon_tereticaulis
Endostemon_tomentosus
Endostemon_tubulascens
Endostemon_usambarensis
Endostemon_villosus
Endostemon_wakefieldii
Eremostachys_thyrsiflora
Eriope_alpestris
Eriope_anamariae
Eriope_angustifolia
Eriope_arenaria
Eriope_blanchetii
Eriope_complicata
Eriope_confusa
Eriope_crassifolia
Eriope_crassipes
Eriope_exaltata
Eriope_filifolia
Eriope_foetida
Eriope_glandulosa
Eriope_hypenioides
Eriope_hypoleuca
Eriope_latifolia
Eriope_luetzelburgii
Eriope_machrisae
Eriope_macrostachya
Eriope_montana
Eriope_monticola
Eriope_obovata
Eriope_parvifolia
Eriope_polyphylla
Eriope_salviifolia
Eriope_simplex
Eriope_sincorana
Eriope_stricta
Eriope_tumidicaulis
Eriope_velutina
Eriope_xavantium
Eriophyton_nepalense
Eriophyton_rhomboideum
Eriophyton_staintonii
Eriophyton_sunhangii
Eriophyton_tuberosum
Eriophyton_wallichii
Eurysolen_gracilis
Faradaya_amicorum
Faradaya_lehuntei
Faradaya_ovalifolia
Faradaya_splendida
Fuerstia_adpressa
Fuerstia_africana
Fuerstia_angustifolia
Fuerstia_rara
Fuerstia_rigida
Fuerstia_ternata
Fuerstia_welwitschii
Galeopsis_bifida
Galeopsis_ladanum
Galeopsis_ladanum_subsp._angustifolia
Galeopsis_ludwigii
Galeopsis_pubescens
Galeopsis_pyrenaica
Galeopsis_reuteri
Galeopsis_segetum
Galeopsis_speciosa
Galeopsis_tetrahit
Galeopsis_wirtgenii
Glechoma_grandis
Glechoma_hederacea
Glechoma_hirsuta
Glechoma_longituba
Glechoma_sardoa
Glechon_ciliata
Glechon_discolor
Glechon_elliptica
Glechon_marifolium
Glechon_spathulata
Glechon_thymoides
Gmelina_arborea
Gmelina_asiatica
Gmelina_chinensis
Gmelina_delavayana
Gmelina_elliptica
Gmelina_evoluta
Gmelina_fasciculiflora
Gmelina_hainanensis
Gmelina_lecomtei
Gmelina_ledermannii
Gmelina_leichardtii
Gmelina_lepidota
Gmelina_lignum-vitreum
Gmelina_macrophylla
Gmelina_magnifica
Gmelina_moluccana
Gmelina_neocaledonica
Gmelina_palawensis
Gmelina_paniculata
Gmelina_philippensis
Gmelina_racemosa
Gmelina_schlechteri
Gmelina_sessilis
Gmelina_smithii
Gmelina_tholicola
Gmelina_uniflora
Gmelina_vitiensis
Gomphostemma_chinense
Gomphostemma_crinitum
Gomphostemma_curtisii
Gomphostemma_dolichobotrys
Gomphostemma_hainanense
Gomphostemma_javanicum
Gomphostemma_leptodon
Gomphostemma_lucidum
Gomphostemma_mastersii
Gomphostemma_melissifolium
Gomphostemma_microcalyx
Gomphostemma_microdon
Gomphostemma_niveum
Gomphostemma_ovatum
Gomphostemma_parviflorum
Gomphostemma_strobilinum
Gomphostemma_thomsonii
Gontscharovia_popovii
Hanceola_exserta
Hanceola_mairei
Haplostachys_bryanii
Haplostachys_haplostachya
Haplostachys_linearifolia
Haplostachys_munroi
Haumaniastrum_alboviride
Haumaniastrum_bianense
